,message,Score,id,Timestamp
0,Jan 19 08:57:22 combo rpc.statd[1608]: gethostbyname error for ^X\xF7\xFF\xBF^X\xF7\xFF\xBF^Z\xF7\xFF\xBF^Z\xF7\xFF\xBF%8x%8x%8x%8x%8x%8x%8x%8x%8x%62716x%hn%51859x%hn\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220\\220,11.992499663799459,cm5gm34Bg76M3xU02R2Q,2022-01-27T11:52:02.249Z
1,Jan 23 06:57:21 combo sshd(pam_unix)[28729]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.127.25.130 ,31.694215855948748,c25gm34Bg76M3xU02R3k,2022-01-27T11:52:02.447Z
2,Jan 23 06:57:21 combo sshd(pam_unix)[28734]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.127.25.130 ,31.694215855948748,dG5gm34Bg76M3xU02R3k,2022-01-27T11:52:02.682Z
3,Jan 23 06:57:29 combo sshd(pam_unix)[28747]: check pass; user unknown,35.75911633233119,dW5gm34Bg76M3xU02R3k,2022-01-27T11:52:02.682Z
4,Jan 23 06:57:29 combo sshd(pam_unix)[28747]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.127.25.130 ,31.694215855948748,dm5gm34Bg76M3xU02R3k,2022-01-27T11:52:02.682Z
5,Jan 23 07:27:32 combo sshd(pam_unix)[28797]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ztc2-f.nas.tiscali.de  user=root,26.03419374827109,d25gm34Bg76M3xU02R3k,2022-01-27T11:52:02.682Z
6,Jan 23 07:27:32 combo sshd(pam_unix)[28796]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ztc2-f.nas.tiscali.de  user=root,26.03419374827109,eG5gm34Bg76M3xU02R3k,2022-01-27T11:52:02.682Z
7,Jan 23 07:27:32 combo sshd(pam_unix)[28798]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ztc2-f.nas.tiscali.de  user=root,26.03419374827109,eW5gm34Bg76M3xU02R3k,2022-01-27T11:52:02.682Z
8,Jan 23 07:27:32 combo sshd(pam_unix)[28801]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ztc2-f.nas.tiscali.de  user=root,26.03419374827109,em5gm34Bg76M3xU02R3k,2022-01-27T11:52:02.682Z
9,Jan 23 07:27:32 combo sshd(pam_unix)[28799]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ztc2-f.nas.tiscali.de  user=root,26.03419374827109,e25gm34Bg76M3xU02R3k,2022-01-27T11:52:02.682Z
